Year,Make,Vehicle Class,Engine Size,Cylinders,Fuel,Hwy_L_per_100Km,Comb_L_per_100Km,Emissions,Transmission,Gears,Emissions Class,Fuel Efficiency
2006,Mercedes-Benz,Station wagon: Small,2.0,4,Premium,6.9,8.7,200,Manual,6.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,2.5,6,Premium,7.3,9.4,216,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,2.5,6,Premium,7.3,9.6,221,Manual,6.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,2.5,6,Premium,7.3,9.4,216,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,2.5,6,Premium,7.3,9.6,221,Manual,6.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,3.0,6,Premium,7.6,9.7,223,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,3.0,6,Premium,8.2,10.4,239,Auto,5.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,3.5,6,Premium,9.1,11.0,253,Auto,5.0,High,Medium Efficiency
2006,Mercedes-Benz,Compact,3.5,6,Premium,7.5,9.9,228,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,3.5,6,Premium,7.6,9.8,225,Manual,6.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Compact,5.4,8,Premium,10.0,12.2,281,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Compact,5.0,8,Premium,9.1,12.2,281,Auto,7.0,High,Low Efficiency
2006,Mercedes-Benz,Compact,5.4,8,Premium,9.9,13.3,306,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Compact,5.5,12,Premium,11.6,15.3,352,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Compact,6.0,12,Premium,11.1,15.2,350,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Subcompact,3.5,6,Premium,7.7,10.2,235,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Subcompact,3.5,6,Premium,8.2,10.7,246,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Subcompact,5.0,8,Premium,8.7,11.6,267,Auto,7.0,High,Medium Efficiency
2006,Mercedes-Benz,Subcompact,5.0,8,Premium,8.7,11.6,267,Auto,7.0,High,Medium Efficiency
2006,Mercedes-Benz,Subcompact,5.4,8,Premium,9.7,12.3,283,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Compact,5.0,8,Premium,9.9,12.8,294,Auto,7.0,High,Low Efficiency
2006,Mercedes-Benz,Compact,5.4,8,Premium,10.7,13.7,315,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Mid-size,3.2,6,Diesel,5.9,7.5,202,Auto,5.0,Medium,High Efficiency
2006,Mercedes-Benz,Mid-size,3.5,6,Premium,8.0,10.4,239,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Mid-size,3.5,6,Premium,8.8,11.0,253,Auto,5.0,High,Medium Efficiency
2006,Mercedes-Benz,Station wagon: Mid-size,3.5,6,Premium,9.2,11.4,262,Auto,5.0,High,Medium Efficiency
2006,Mercedes-Benz,Station wagon: Mid-size,3.5,6,Premium,8.3,10.8,248,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Mid-size,5.0,8,Premium,8.7,11.6,267,Auto,7.0,High,Medium Efficiency
2006,Mercedes-Benz,Mid-size,5.0,8,Premium,10.6,12.8,294,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Station wagon: Mid-size,5.0,8,Premium,10.9,13.1,301,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Mid-size,5.4,8,Premium,10.3,13.3,306,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Station wagon: Mid-size,5.4,8,Premium,10.2,13.5,310,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,5.5,12,Premium,12.5,16.4,377,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,5.5,12,Premium,12.6,16.4,377,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,SUV: Standard,3.5,6,Premium,10.6,12.8,294,Auto,7.0,High,Low Efficiency
2006,Mercedes-Benz,SUV: Standard,5.0,8,Premium,11.6,14.5,334,Auto,7.0,High,Low Efficiency
2006,Mercedes-Benz,SUV: Standard,3.5,6,Premium,10.2,12.4,285,Auto,7.0,High,Low Efficiency
2006,Mercedes-Benz,SUV: Standard,5.0,8,Premium,12.2,15.5,356,Auto,7.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,4.3,8,Premium,8.3,11.2,258,Auto,7.0,High,Medium Efficiency
2006,Mercedes-Benz,Full-size,4.3,8,Premium,9.7,12.2,281,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,4.3,8,Premium,9.7,12.2,281,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,5.0,8,Premium,9.1,12.2,281,Auto,7.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,5.0,8,Premium,10.0,12.8,294,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,5.4,8,Premium,9.9,13.3,306,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,5.5,12,Premium,11.6,15.6,359,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Full-size,6.0,12,Premium,11.1,15.2,350,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Two-seater,5.0,8,Premium,9.2,12.4,285,Auto,7.0,High,Low Efficiency
2006,Mercedes-Benz,Two-seater,5.4,8,Premium,10.8,14.3,329,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Two-seater,5.5,12,Premium,11.4,15.3,352,Auto,5.0,High,Low Efficiency
2006,Mercedes-Benz,Two-seater,6.0,12,Premium,11.1,15.0,345,Auto Shift,5.0,High,Low Efficiency
2006,Mercedes-Benz,Two-seater,3.0,6,Premium,8.0,10.0,230,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Two-seater,3.0,6,Premium,8.0,10.2,235,Manual,6.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Two-seater,3.5,6,Premium,9.0,10.8,248,Auto,7.0,Medium,Medium Efficiency
2006,Mercedes-Benz,Two-seater,3.5,6,Premium,8.5,10.9,251,Manual,6.0,High,Medium Efficiency
2006,Mercedes-Benz,Two-seater,5.4,8,Premium,9.8,12.7,292,Auto Shift,7.0,High,Low Efficiency
2006,Mercedes-Benz,Two-seater,5.4,8,Premium,12.0,15.1,347,Auto Shift,5.0,High,Low Efficiency
2006,Mini,Minicompact,1.6,4,Premium,5.9,7.3,168,Manual,5.0,Medium,High Efficiency
2006,Mini,Minicompact,1.6,4,Premium,6.1,7.5,172,Manual,5.0,Medium,High Efficiency
2006,Mini,Minicompact,1.6,4,Premium,6.7,8.5,196,Auto,6.0,Medium,Medium Efficiency
2006,Mini,Minicompact,1.6,4,Premium,6.7,8.2,189,Manual,6.0,Medium,Medium Efficiency
2006,Mini,Minicompact,1.6,4,Premium,6.7,8.5,196,Auto,6.0,Medium,Medium Efficiency
2006,Mini,Minicompact,1.6,4,Premium,6.7,8.2,189,Manual,6.0,Medium,Medium Efficiency
2006,Mitsubishi,Subcompact,2.4,4,Regular,7.6,9.2,212,Auto Shift,4.0,Medium,Medium Efficiency
2006,Mitsubishi,Subcompact,2.4,4,Regular,7.2,8.9,205,Manual,5.0,Medium,Medium Efficiency
2006,Mitsubishi,Subcompact,3.8,6,Premium,7.7,10.3,237,Auto Shift,5.0,Medium,Medium Efficiency
2006,Mitsubishi,Subcompact,3.8,6,Premium,8.1,10.9,251,Manual,6.0,High,Medium Efficiency
2006,Mitsubishi,SUV: Standard,3.8,6,Premium,9.3,11.6,267,Auto Shift,4.0,High,Medium Efficiency
2006,Mitsubishi,SUV: Standard,3.8,6,Premium,10.0,12.1,278,Auto Shift,4.0,High,Low Efficiency
2006,Mitsubishi,Mid-size,2.4,4,Regular,7.3,9.0,207,Auto,4.0,Medium,Medium Efficiency
2006,Mitsubishi,Mid-size,3.8,6,Premium,8.0,10.6,244,Auto Shift,4.0,Medium,Medium Efficiency
2006,Mitsubishi,Compact,2.0,4,Regular,7.0,8.3,191,Auto,4.0,Medium,Medium Efficiency
2006,Mitsubishi,Compact,2.0,4,Regular,6.4,7.5,172,Manual,5.0,Medium,High Efficiency
2006,Mitsubishi,Compact,2.4,4,Regular,7.3,9.2,212,Auto,4.0,Medium,Medium Efficiency
2006,Mitsubishi,Compact,2.4,4,Regular,7.4,8.9,205,Manual,5.0,Medium,Medium Efficiency
2006,Mitsubishi,SUV: Standard,3.8,6,Premium,11.6,14.1,324,Auto Shift,5.0,High,Low Efficiency
2006,Mitsubishi,SUV: Standard,2.4,4,Regular,8.2,9.7,223,Auto Shift,4.0,Medium,Medium Efficiency
2006,Mitsubishi,SUV: Standard,2.4,4,Regular,7.8,9.4,216,Manual,5.0,Medium,Medium Efficiency
2006,Mitsubishi,SUV: Standard,2.4,4,Regular,8.6,10.2,235,Auto Shift,4.0,Medium,Medium Efficiency
2006,Mitsubishi,SUV: Standard,2.4,4,Regular,8.1,9.9,228,Manual,5.0,Medium,Medium Efficiency
2006,Nissan,Two-seater,3.5,6,Premium,8.8,10.9,251,Auto Shift,5.0,High,Medium Efficiency
2006,Nissan,Two-seater,3.5,6,Premium,8.7,10.7,246,Manual,6.0,Medium,Medium Efficiency
2006,Nissan,Two-seater,3.5,6,Premium,8.8,11.1,255,Auto Shift,5.0,High,Medium Efficiency
2006,Nissan,Two-seater,3.5,6,Premium,8.8,10.8,248,Manual,6.0,Medium,Medium Efficiency
2006,Nissan,Mid-size,2.5,4,Regular,7.3,8.8,202,Auto,4.0,Medium,Medium Efficiency
2006,Nissan,Mid-size,2.5,4,Regular,6.9,8.5,196,Manual,5.0,Medium,Medium Efficiency
2006,Nissan,Mid-size,3.5,6,Regular,7.3,9.7,223,Auto Shift,5.0,Medium,Medium Efficiency
2006,Nissan,Mid-size,3.5,6,Regular,8.0,9.6,221,Manual,5.0,Medium,Medium Efficiency
2006,Nissan,Mid-size,3.5,6,Regular,7.6,9.9,228,Manual,6.0,Medium,Medium Efficiency
2006,Nissan,SUV: Standard,5.6,8,Regular,12.0,15.2,350,Auto,5.0,High,Low Efficiency
2006,Nissan,Pickup truck: Standard,2.5,4,Regular,9.2,11.0,253,Auto,5.0,High,Medium Efficiency
2006,Nissan,Pickup truck: Standard,2.5,4,Regular,8.7,9.8,225,Manual,5.0,Medium,Medium Efficiency
2006,Nissan,Pickup truck: Standard,4.0,6,Regular,10.4,12.7,292,Auto,5.0,High,Low Efficiency
2006,Nissan,Pickup truck: Standard,4.0,6,Regular,10.0,12.1,278,Manual,6.0,High,Low Efficiency
2006,Nissan,Pickup truck: Standard,4.0,6,Regular,10.7,13.2,304,Auto,5.0,High,Low Efficiency
2006,Nissan,Pickup truck: Standard,4.0,6,Regular,10.4,12.4,285,Manual,6.0,High,Low Efficiency
2006,Nissan,Mid-size,3.5,6,Regular,7.6,9.9,228,Auto Shift,5.0,Medium,Medium Efficiency
2006,Nissan,Mid-size,3.5,6,Regular,7.3,9.7,223,Manual,6.0,Medium,Medium Efficiency
2006,Nissan,SUV: Standard,4.0,6,Regular,10.6,13.4,308,Auto,5.0,High,Low Efficiency
2006,Nissan,Minivan,3.5,6,Regular,8.3,10.6,244,Auto,4.0,Medium,Medium Efficiency
2006,Nissan,Minivan,3.5,6,Regular,8.5,11.0,253,Auto,5.0,High,Medium Efficiency
2006,Nissan,Compact,1.8,4,Regular,6.3,7.5,172,Auto,4.0,Medium,High Efficiency
2006,Nissan,Compact,1.8,4,Regular,6.1,7.4,170,Manual,5.0,Medium,High Efficiency
2006,Nissan,Compact,2.5,4,Regular,7.8,9.1,209,Auto,4.0,Medium,Medium Efficiency
2006,Nissan,Compact,2.5,4,Regular,7.3,8.9,205,Manual,6.0,Medium,Medium Efficiency
2006,Nissan,Pickup truck: Standard,5.6,8,Regular,11.6,14.6,336,Auto,5.0,High,Low Efficiency
2006,Nissan,Pickup truck: Standard,5.6,8,Regular,11.9,14.9,343,Auto,5.0,High,Low Efficiency
2006,Nissan,SUV: Standard,4.0,6,Regular,10.4,13.0,299,Auto,5.0,High,Low Efficiency
2006,Nissan,SUV: Standard,4.0,6,Regular,10.4,12.4,285,Manual,6.0,High,Low Efficiency
2006,Nissan,Station wagon: Small,2.5,4,Regular,7.8,9.3,214,Auto,4.0,Medium,Medium Efficiency
2006,Nissan,Station wagon: Small,2.5,4,Regular,8.1,9.6,221,Auto,4.0,Medium,Medium Efficiency
2006,Nissan,Station wagon: Small,2.5,4,Regular,8.0,9.5,218,Manual,5.0,Medium,Medium Efficiency
2006,Pontiac,Compact,2.4,4,Regular,6.4,8.4,193,Auto,4.0,Medium,Medium Efficiency
2006,Pontiac,Compact,3.5,6,Regular,6.8,8.9,205,Auto,4.0,Medium,Medium Efficiency
2006,Pontiac,Compact,3.5,6,Regular,7.7,9.9,228,Auto Shift,4.0,Medium,Medium Efficiency
2006,Pontiac,Compact,3.9,6,Regular,8.6,11.1,255,Auto Shift,4.0,High,Medium Efficiency
2006,Pontiac,Compact,3.9,6,Regular,7.6,10.7,246,Manual,6.0,Medium,Medium Efficiency
2006,Pontiac,Compact,3.5,6,Regular,8.1,10.6,244,Auto Shift,4.0,Medium,Medium Efficiency
2006,Pontiac,Compact,3.9,6,Regular,8.6,11.1,255,Auto Shift,4.0,High,Medium Efficiency
2006,Pontiac,Mid-size,3.8,6,Regular,7.1,9.7,223,Auto,4.0,Medium,Medium Efficiency
2006,Pontiac,Mid-size,5.3,8,Premium,7.9,10.6,244,Auto Shift,4.0,Medium,Medium Efficiency
2006,Pontiac,Mid-size,3.8,6,Regular,7.6,10.4,239,Auto,4.0,Medium,Medium Efficiency
2006,Pontiac,Mid-size,3.8,6,Regular,7.7,10.4,239,Auto Shift,4.0,Medium,Medium Efficiency
2006,Pontiac,Minivan,3.5,6,Regular,8.7,11.0,253,Auto,4.0,High,Medium Efficiency
2006,Pontiac,Minivan,3.9,6,Regular,8.5,11.1,255,Auto,4.0,High,Medium Efficiency
2006,Pontiac,Minivan,3.5,6,Regular,9.5,11.9,274,Auto,4.0,High,Medium Efficiency
2006,Pontiac,Subcompact,2.2,4,Regular,6.7,8.3,191,Auto,4.0,Medium,Medium Efficiency
2006,Pontiac,Subcompact,2.2,4,Regular,6.1,8.0,184,Manual,5.0,Medium,Medium Efficiency
2006,Pontiac,Subcompact,2.4,4,Premium,6.6,8.1,186,Auto,4.0,Medium,Medium Efficiency
2006,Pontiac,Subcompact,2.4,4,Premium,6.3,8.0,184,Manual,5.0,Medium,Medium Efficiency
2006,Pontiac,Two-seater,2.4,4,Premium,7.6,10.0,230,Manual,5.0,Medium,Medium Efficiency
2006,Pontiac,SUV: Standard,3.4,6,Regular,8.5,10.7,246,Auto,5.0,Medium,Medium Efficiency
2006,Pontiac,SUV: Standard,3.4,6,Regular,9.0,11.2,258,Auto,5.0,High,Medium Efficiency
2006,Pontiac,Station wagon: Small,1.8,4,Regular,6.3,7.3,168,Auto,4.0,Medium,High Efficiency
2006,Pontiac,Station wagon: Small,1.8,4,Regular,5.9,7.0,161,Manual,5.0,Medium,High Efficiency
2006,Pontiac,Station wagon: Small,1.8,4,Regular,6.9,8.1,186,Auto,4.0,Medium,Medium Efficiency
2006,Pontiac,Station wagon: Small,1.8,4,Premium,6.7,8.1,186,Manual,6.0,Medium,Medium Efficiency
2006,Pontiac,Subcompact,1.6,4,Regular,6.3,8.2,189,Auto,4.0,Medium,Medium Efficiency
2006,Pontiac,Subcompact,1.6,4,Regular,6.2,7.8,179,Manual,5.0,Medium,High Efficiency
2006,Porsche,Two-seater,2.7,6,Premium,8.3,10.7,246,Auto Shift,5.0,Medium,Medium Efficiency
2006,Porsche,Two-seater,2.7,6,Premium,7.4,9.8,225,Manual,5.0,Medium,Medium Efficiency
2006,Porsche,Two-seater,2.7,6,Premium,7.6,9.8,225,Manual,6.0,Medium,Medium Efficiency
2006,Porsche,Two-seater,3.2,6,Premium,8.1,10.8,248,Auto Shift,5.0,Medium,Medium Efficiency
2006,Porsche,Two-seater,3.2,6,Premium,8.0,10.3,237,Manual,6.0,Medium,Medium Efficiency
2006,Porsche,Minicompact,3.6,6,Premium,8.2,10.6,244,Auto Shift,5.0,Medium,Medium Efficiency
2006,Porsche,Minicompact,3.6,6,Premium,8.3,10.7,246,Manual,6.0,Medium,Medium Efficiency
2006,Porsche,Minicompact,3.6,6,Premium,8.2,10.6,244,Auto Shift,5.0,Medium,Medium Efficiency
2006,Porsche,Minicompact,3.6,6,Premium,8.3,10.7,246,Manual,6.0,Medium,Medium Efficiency
2006,Porsche,Minicompact,3.8,6,Premium,8.5,10.8,248,Auto Shift,5.0,Medium,Medium Efficiency
2006,Porsche,Minicompact,3.8,6,Premium,8.4,11.0,253,Manual,6.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.8,6,Premium,8.5,10.8,248,Auto Shift,5.0,Medium,Medium Efficiency
2006,Porsche,Minicompact,3.8,6,Premium,8.4,11.0,253,Manual,6.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.6,6,Premium,8.4,11.0,253,Auto Shift,5.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.6,6,Premium,8.4,10.9,251,Manual,6.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.6,6,Premium,8.4,10.9,251,Auto Shift,5.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.6,6,Premium,8.4,10.9,251,Manual,6.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.8,6,Premium,8.7,11.0,253,Auto Shift,5.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.8,6,Premium,8.7,11.4,262,Manual,6.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.8,6,Premium,8.7,11.0,253,Auto Shift,5.0,High,Medium Efficiency
2006,Porsche,Minicompact,3.8,6,Premium,8.7,11.4,262,Manual,6.0,High,Medium Efficiency
2006,Porsche,SUV: Standard,3.2,6,Premium,11.2,13.6,313,Auto Shift,6.0,High,Low Efficiency
2006,Porsche,SUV: Standard,3.2,6,Premium,10.8,13.7,315,Manual,6.0,High,Low Efficiency
2006,Porsche,SUV: Standard,4.5,8,Premium,11.7,14.6,336,Auto Shift,6.0,High,Low Efficiency
2006,Porsche,SUV: Standard,4.5,8,Premium,11.7,15.3,352,Auto Shift,6.0,High,Low Efficiency
2006,Porsche,SUV: Standard,4.5,8,Premium,11.7,15.3,352,Auto Shift,6.0,High,Low Efficiency
2006,Rolls-Royce,Mid-size,6.7,12,Premium,11.6,15.6,359,Auto,6.0,High,Low Efficiency
2006,Saab,Station wagon: Small,2.5,4,Regular,7.9,9.4,216,Auto,4.0,Medium,Medium Efficiency
2006,Saab,Station wagon: Small,2.5,4,Regular,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2006,Saab,Subcompact,2.0,4,Premium,8.0,10.4,239,Auto Shift,5.0,Medium,Medium Efficiency
2006,Saab,Subcompact,2.0,4,Premium,7.5,9.5,218,Manual,5.0,Medium,Medium Efficiency
2006,Saab,Subcompact,2.8,6,Premium,8.2,11.6,267,Auto Shift,6.0,High,Medium Efficiency
2006,Saab,Subcompact,2.8,6,Premium,7.7,10.7,246,Manual,6.0,Medium,Medium Efficiency
2006,Saab,Compact,2.0,4,Premium,6.9,9.0,207,Auto Shift,5.0,Medium,Medium Efficiency
2006,Saab,Compact,2.0,4,Premium,7.0,9.0,207,Manual,5.0,Medium,Medium Efficiency
2006,Saab,Compact,2.8,6,Premium,8.2,11.6,267,Auto Shift,6.0,High,Medium Efficiency
2006,Saab,Compact,2.8,6,Premium,7.7,10.7,246,Manual,6.0,Medium,Medium Efficiency
2006,Saab,Station wagon: Small,2.0,4,Premium,6.9,9.0,207,Auto Shift,5.0,Medium,Medium Efficiency
2006,Saab,Station wagon: Small,2.0,4,Premium,7.0,9.0,207,Manual,5.0,Medium,Medium Efficiency
2006,Saab,Station wagon: Small,2.8,6,Premium,8.2,11.6,267,Auto Shift,6.0,High,Medium Efficiency
2006,Saab,Station wagon: Small,2.8,6,Premium,7.7,10.7,246,Manual,6.0,Medium,Medium Efficiency
2006,Saab,Mid-size,2.3,4,Premium,8.3,11.0,253,Auto Shift,5.0,High,Medium Efficiency
2006,Saab,Mid-size,2.3,4,Premium,7.3,9.5,218,Manual,5.0,Medium,Medium Efficiency
2006,Saab,Station wagon: Mid-size,2.3,4,Premium,8.3,11.0,253,Auto Shift,5.0,High,Medium Efficiency
2006,Saab,Station wagon: Mid-size,2.3,4,Premium,7.3,9.5,218,Manual,5.0,Medium,Medium Efficiency
2006,Saab,SUV: Standard,4.2,6,Regular,11.0,13.7,315,Auto,4.0,High,Low Efficiency
2006,Saab,SUV: Standard,5.3,8,Regular,10.2,13.0,299,Auto,4.0,High,Low Efficiency
2006,Saturn,Subcompact,2.0,4,Premium,7.3,8.9,205,Manual,5.0,Medium,Medium Efficiency
2006,Saturn,Subcompact,2.2,4,Regular,6.7,8.3,191,Auto,4.0,Medium,Medium Efficiency
2006,Saturn,Subcompact,2.2,4,Regular,6.1,8.0,184,Manual,5.0,Medium,Medium Efficiency
2006,Saturn,Subcompact,2.4,4,Premium,6.6,8.1,186,Auto,4.0,Medium,Medium Efficiency
2006,Saturn,Subcompact,2.4,4,Premium,6.3,8.0,184,Manual,5.0,Medium,Medium Efficiency
2006,Saturn,Minivan,3.5,6,Regular,8.7,11.0,253,Auto,4.0,High,Medium Efficiency
2006,Saturn,Minivan,3.9,6,Regular,8.5,11.1,255,Auto,4.0,High,Medium Efficiency
2006,Saturn,Minivan,3.5,6,Regular,9.5,11.9,274,Auto,4.0,High,Medium Efficiency
2006,Saturn,SUV: Standard,2.2,4,Regular,7.1,8.7,200,Auto,4.0,Medium,Medium Efficiency
2006,Saturn,SUV: Standard,2.2,4,Regular,6.4,8.5,196,Manual,5.0,Medium,Medium Efficiency
2006,Saturn,SUV: Standard,3.5,6,Regular,7.8,10.1,232,Auto,5.0,Medium,Medium Efficiency
2006,Saturn,SUV: Standard,3.5,6,Regular,8.4,10.7,246,Auto,5.0,Medium,Medium Efficiency
2006,Smart,Two-seater,0.8,3,Diesel,3.8,4.2,113,Manual,6.0,Low,High Efficiency
2006,Smart,Two-seater,0.8,3,Diesel,3.8,4.2,113,Manual,6.0,Low,High Efficiency
2006,Subaru,SUV: Standard,3.0,6,Premium,9.5,11.6,267,Auto Shift,5.0,High,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Regular,7.8,9.6,221,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Regular,7.6,9.1,209,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Regular,7.8,9.2,212,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Regular,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Regular,7.8,9.2,212,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Regular,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Premium,8.5,10.1,232,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Premium,8.3,10.3,237,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,Subcompact,2.5,4,Regular,7.8,9.2,212,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,Subcompact,2.5,4,Regular,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Small,2.5,4,Regular,7.8,9.2,212,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Small,2.5,4,Regular,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,Subcompact,2.5,4,Premium,8.5,10.1,232,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,Subcompact,2.5,4,Premium,8.3,10.3,237,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,Subcompact,2.5,4,Premium,9.1,11.5,264,Manual,6.0,High,Medium Efficiency
2006,Subaru,Station wagon: Small,2.5,4,Premium,8.5,10.1,232,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Small,2.5,4,Premium,8.3,10.3,237,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,Compact,2.5,4,Premium,8.6,10.7,246,Auto Shift,5.0,Medium,Medium Efficiency
2006,Subaru,Compact,2.5,4,Premium,8.3,10.3,237,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Mid-size,2.5,4,Premium,8.7,10.8,248,Auto Shift,5.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Mid-size,2.5,4,Premium,8.3,10.3,237,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,Compact,2.5,4,Regular,7.2,8.9,205,Auto Shift,4.0,Medium,Medium Efficiency
2006,Subaru,Compact,2.5,4,Regular,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Mid-size,2.5,4,Regular,7.2,8.9,205,Auto Shift,4.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Mid-size,2.5,4,Regular,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Regular,7.6,9.3,214,Auto Shift,4.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Regular,7.6,9.1,209,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Premium,8.8,10.9,251,Auto Shift,5.0,High,Medium Efficiency
2006,Subaru,SUV: Standard,2.5,4,Premium,8.5,10.6,244,Manual,5.0,Medium,Medium Efficiency
2006,Subaru,SUV: Standard,3.0,6,Premium,8.5,10.5,242,Auto Shift,5.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Small,2.5,4,Regular,7.8,9.2,212,Auto,4.0,Medium,Medium Efficiency
2006,Subaru,Station wagon: Small,2.5,4,Regular,7.5,9.3,214,Manual,5.0,Medium,Medium Efficiency
2006,Suzuki,Compact,2.3,4,Regular,7.0,8.3,191,Auto,4.0,Medium,Medium Efficiency
2006,Suzuki,Compact,2.3,4,Regular,7.0,8.3,191,Manual,5.0,Medium,Medium Efficiency
2006,Suzuki,Station wagon: Small,2.3,4,Regular,7.0,8.3,191,Auto,4.0,Medium,Medium Efficiency
2006,Suzuki,Station wagon: Small,2.3,4,Regular,7.0,8.3,191,Manual,5.0,Medium,Medium Efficiency
2006,Suzuki,Station wagon: Small,2.3,4,Regular,7.1,8.4,193,Auto,4.0,Medium,Medium Efficiency
2006,Suzuki,Station wagon: Small,2.3,4,Regular,7.0,8.3,191,Manual,5.0,Medium,Medium Efficiency
2006,Suzuki,Station wagon: Small,2.3,4,Regular,7.6,8.8,202,Auto,4.0,Medium,Medium Efficiency
2006,Suzuki,SUV: Standard,2.7,6,Regular,9.3,11.0,253,Auto,5.0,High,Medium Efficiency
2006,Suzuki,SUV: Standard,2.7,6,Regular,9.5,11.4,262,Manual,5.0,High,Medium Efficiency
2006,Suzuki,SUV: Standard,2.7,6,Regular,9.8,11.9,274,Auto,5.0,High,Medium Efficiency
2006,Suzuki,Compact,1.6,4,Regular,6.3,7.8,179,Auto,4.0,Medium,High Efficiency
2006,Suzuki,Compact,1.6,4,Regular,6.2,7.5,172,Manual,5.0,Medium,High Efficiency
2006,Suzuki,Mid-size,2.5,6,Regular,7.9,9.7,223,Auto,4.0,Medium,Medium Efficiency
